intent,text,response
GetRecipe,Yumurtalı Pirinç tarifi verir misin,"Yumurtalı Pirinç tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı pirinç, 2 yumurta, soya sosu, tuz. Yapılışı: 1. Pirinci haşlayın. 2. Yumurtaları çırpın. 3. Pirinçle karıştırın. 4. Soya sosu ekleyin."
GetRecipe,Pratik Noodle tarifi verir misin,"Pratik Noodle tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Noodle, havuç, mısır, soya sosu, susam yağı. Yapılışı: 1. Noodleı haşlayın. 2. Sebzeleri ekleyin. 3. Soslarla tatlandırın. 4. Sıcak servis yapın."
GetRecipe,Ton Balıklı Makarna tarifi verir misin,"Ton Balıklı Makarna tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Makarna, ton balığı, mısır, mayonez, limon. Yapılışı: 1. Makarnayı haşlayın. 2. Ton balığını didikleyin. 3. Tüm malzemeleri karıştırın. 4. Limonla servis yapın."
GetRecipe,Sebzeli Wrap tarifi verir misin,"Sebzeli Wrap tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tortilla, humus, havuç, marul, salatalık, mısır. Yapılışı: 1. Humusu tortillaya sürün. 2. Sebzeleri dizin. 3. Sıkıca sarın. 4. İkiye bölüp servis yapın."
GetRecipe,Falafel Dürüm tarifi verir misin,"Falafel Dürüm tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hazır falafel, lavaş, domates, marul, tahin sosu. Yapılışı: 1. Falafelleri ısıtın. 2. Lavaşa sebzeleri dizin. 3. Falafelleri ekleyin. 4. Sos ile servis yapın."
GetRecipe,Karnıbahar Pizza tarifi verir misin,"Karnıbahar Pizza tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 karnıbahar, 1 yumurta, kaşar peyniri, domates sosu, mantar, mısır, zeytinyağı. Yapılışı: 1. Karnıbaharı püre yapın. 2. Yumurta ile karıştırıp hamur yapın. 3. Tepsiye yayın. 4. Malzemeleri dizip 200 derecede pişirin."
GetRecipe,Glutensiz Krep tarifi verir misin,"Glutensiz Krep tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı pirinç unu, 1 yumurta, 1 su bardağı süt, vanilya, tarçın. Yapılışı: 1. Tüm malzemeleri çırpın. 2. İnce krep yapın. 3. Meyve ve balla servis yapın."
RecipeByIngredient,Patatesten ne yapabilirim,"İşte lezzetli patatesle yapabileceğiniz lezzetli tarifler:,1. Fırında Patates: Fırında baharatlarla pişirilmiş patates. 2. Patates Köftesi: Rendelenmiş patatesle yapılan köfte. 3. Patatesli Börek: Yufka arasına patates. 4. Patates Salatası: Haşlanmış patatesle yapılan salata."
RecipeByIngredient,Tavuk ile ne yapabilirim,"İşte lezzetli tavukla yapabileceğiniz lezzetli tarifler:,1. Fırın Tavuk: Baharatlarla marine edilmiş fırın tavuk. 2. Tavuk Sote: Sebzelerle hazırlanan pratik tavuk yemeği. 3. Tavuklu Makarna: Tavuk parçalarıyla zenginleştirilmiş makarna. 4. Tavuk Şiş: Sebzelerle şişe dizilmiş tavuk."
RecipeByIngredient,Kıyma ile ne yapabilirim,"İşte lezzetli kıymayla yapabileceğiniz lezzetli tarifler:,1. İçli Köfte: Bulgur ve kıyma. 2. Kıymalı Börek: Yufka arasına kıyma harcı. 3. Kıymalı Makarna: Kıyma soslu makarna. 4. Hünkar Beğendi: Patlıcan beğendi üzerine kıymalı sos."
RecipeByDiet,Düşük kalorili yemek önerir misin,"İşte lezzetli düşük kalorili sağlıklı tarifler:,1. Izgara Tavuk Salata: Yeşillikler üzerine ızgara tavuk. 2. Sebze Çorbası: Karışık sebzelerle hazırlanan çorba. 3. Mercimek Köftesi: Kızartma olmadan hazırlanan köfte. 4. Yoğurtlu Kabak: Haşlanmış kabak üzerine sarımsaklı yoğurt."
RecipeByDiet,Protein ağırlıklı yemek önerir misin,"İşte lezzetli protein açısından zengin tarifler:,1. Ton Balıklı Salata: Ton balığı ve yeşilliklerle hazırlanan salata. 2. Mercimek Çorbası: Protein deposu çorba. 3. Etli Fasulye: Kuru fasulye ve et kombinasyonu. 4. Tavuklu Kinoa: Kinoa ve tavuk parçaları."
RecipeByDiet,Karbonhidrat ağırlıklı yemek önerir misin,"İşte lezzetli karbonhidrat açısından zengin tarifler:,1. Pirinç Pilavı: Tereyağlı pilav. 2. Makarna: Soslu makarna çeşitleri. 3. Patates Püresi: Kremalı patates püresi. 4. Bulgur Pilavı: Sebzeli bulgur pilavı."
RecipeByTime,15 dakikada yapılacak yemek önerir misin,"İşte lezzetli 15 dakikada hazırlayabileceğiniz hızlı tarifler:,1. Omlet: Peynirli veya sebzeli omlet. 2. Tost: Kaşarlı veya karışık tost. 3. Makarna: Basit soslu makarna. 4. Yumurtalı Ekmek: Yumurtalı kahvaltılık ekmek."
RecipeByTime,30 dakikada yapılacak yemek önerir misin,"İşte lezzetli 30 dakikada hazırlayabileceğiniz pratik tarifler:,1. Tavuk Sote: Sebzeli tavuk sote. 2. Kıymalı Patates: Patates ve kıyma. 3. Sebzeli Pilav: Garnitürlü pilav. 4. Fırın Balık: Baharatlı fırın balık."
RecipeByTime,1 saatte yapılacak yemek önerir misin,"İşte lezzetli 1 saatte hazırlayabileceğiniz tarifler:,1. Karnıyarık: Patlıcan ve kıyma. 2. Etli Güveç: Sebzeli et güveç. 3. Fırın Tavuk: Baharatlı fırın tavuk. 4. Sebzeli Köfte: Patatesli köfte."
RecipeByDifficulty,Kolay yemek tarifi önerir misin,"İşte lezzetli başlangıç seviyesi için kolay tarifler:,1. Menemen: Yumurta ve domates. 2. Patates Kızartması: Klasik kızartma. 3. Makarna: Basit soslu makarna. 4. Yoğurtlu Makarna: Sarımsaklı yoğurtlu makarna."
RecipeByDifficulty,Orta zorlukta yemek tarifi önerir misin,"İşte lezzetli orta seviye için tarifler:,1. İçli Köfte: Bulgur ve kıyma. 2. Mantı: Yoğurtlu mantı. 3. Karnıyarık: Patlıcan yemeği. 4. Etli Pilav: Et parçalı pilav."
RecipeByDifficulty,Zor yemek tarifi önerir misin,"İşte lezzetli ileri seviye için tarifler:,1. Baklava: Katlı hamur tatlısı. 2. Su Böreği: Haşlanmış yufkalı börek. 3. İşkembe Çorbası: Geleneksel çorba. 4. Perde Pilavı: Özel pilav tarifi."
DietFilter,Vejetaryen yemek tarifleri verir misin,"İşte lezzetli vejetaryen tarifler:,1. Sebzeli Güveç: Fırında karışık sebze. 2. Zeytinyağlı Fasulye: Taze fasulye yemeği. 3. Mercimek Köftesi: Baharatlı köfte. 4. Sebzeli Makarna: Mevsim sebzeli makarna."
DietFilter,Vegan yemek tarifleri verir misin,"İşte lezzetli vegan tarifler:,1. Nohut Yemeği: Zeytinyağlı nohut. 2. Sebzeli Bulgur: Sebzeli pilav. 3. Yeşil Mercimek: Baharatlı mercimek. 4. Karnıbahar Kızartması: Susam soslu karnıbahar."
DietFilter,Glutensiz yemek tarifleri verir misin,"İşte lezzetli glutensiz tarifler:,1. Pirinç Pilavı: Sade pilav. 2. Karnıbahar Pizza: Sebzeli pizza. 3. Patates Püresi: Kremalı püre. 4. Kinoa Salatası: Sebzeli kinoa."
DietFilter,Düşük kalorili yemek tarifleri verir misin,"İşte lezzetli düşük kalorili tarifler:,1. Izgara Sebze: Baharatlı sebze. 2. Mercimek Çorbası: Sağlıklı çorba. 3. Yoğurtlu Havuç: Havuç mezesi. 4. Kabak Graten: Fırında kabak."
RecipeByIngredient,Yumurta ile ne yapabilirim,"İşte lezzetli yumurtayla yapabileceğiniz lezzetli tarifler:,1. Yumurta Kapama: Yoğurtlu ekmek üzerine kızarmış yumurta. 2. Çılbır: Poşe yumurta ve yoğurt. 3. Yumurtalı Pide: Kaşarlı yumurtalı pide. 4. Patatesli Yumurta: Küp patatesli yumurta."
RecipeByIngredient,Patlıcan ile ne yapabilirim,"İşte lezzetli patlıcanla yapabileceğiniz lezzetli tarifler:,1. Patlıcan Musakka: Kıymalı patlıcan dizme. 2. Babagannuş: Közlenmiş patlıcan ezmesi. 3. Patlıcan Oturtma: Kıymalı oyma patlıcan. 4. Patlıcan Silkme: Zeytinyağlı patlıcan."
RecipeByIngredient,Kabak ile ne yapabilirim,"İşte lezzetli kabakla yapabileceğiniz lezzetli tarifler:,1. Kabak Mücver: Rendelenmiş kabak köftesi. 2. Fırın Kabak: Peynirli fırın kabak. 3. Kabak Dolması: Pirinçli kabak dolması. 4. Kabak Graten: Beşamel soslu kabak."
RecipeByDiet,Yüksek lifli yemek önerir misin,"İşte lezzetli lif açısından zengin tarifler:,1. Yulaf Ezmesi: Meyveli yulaf. 2. Kinoa Salatası: Sebzeli kinoa. 3. Mercimek Çorbası: Sebzeli mercimek. 4. Tam Buğday Makarna: Sebzeli makarna."
RecipeByDiet,Ketojenik diyet yemekleri önerir misin,"İşte lezzetli keto diyete uygun tarifler:,1. Avokado Salatası: Zeytinyağlı avokado. 2. Fırın Kanat: Baharatlı tavuk kanat. 3. Kremalı Mantar: Tereyağlı mantar. 4. Peynirli Omlet: Kaşarlı omlet."
RecipeByDiet,Diyabetik yemek önerir misin,"İşte lezzetli diyabete uygun tarifler:,1. Bulgur Pilavı: Sebzeli bulgur. 2. Izgara Balık: Baharatlı balık. 3. Mercimek Köftesi: Bulgurlu köfte. 4. Yoğurtlu Semizotu: Sarımsaklı semizotu."
RecipeByTime,5 dakikada yapılacak yemek önerir misin,"İşte lezzetli 5 dakikada hazırlayabileceğiniz pratik tarifler:,1. Yumurtalı Ekmek: Tavada yumurtalı ekmek. 2. Smoothie: Meyveli içecek. 3. Yoğurtlu Meyve: Ballı yoğurt. 4. Peynirli Tost: Kaşarlı tost."
RecipeByTime,2 saatte yapılacak yemek önerir misin,"İşte lezzetli 2 saatte hazırlayabileceğiniz özel tarifler:,1. Kuru Fasulye: Geleneksel fasulye. 2. İşkembe Çorbası: Sarımsaklı çorba. 3. Etli Pilav: Kuzu etli pilav. 4. Perde Pilavı: Özel pilav."
RecipeByTime,45 dakikada yapılacak yemek önerir misin,"İşte lezzetli 45 dakikada hazırlayabileceğiniz tarifler:,1. Fırın Tavuk: Baharatlı tavuk. 2. İçli Köfte: Bulgur köfte. 3. Mantı: Yoğurtlu mantı. 4. Karnıyarık: Patlıcan yemeği."
RecipeByDifficulty,Çok kolay yemek tarifi önerir misin,"İşte lezzetli acemi aşçılar için çok kolay tarifler:,1. Yumurta Haşlama: Kahvaltılık yumurta. 2. Sandviç: Peynirli sandviç. 3. Meyve Salatası: Karışık meyve. 4. Yoğurtlu Makarna: Basit makarna."
RecipeByDifficulty,İleri seviye yemek tarifi önerir misin,"İşte lezzetli usta aşçılar için tarifler:,1. Mantı: El açması mantı. 2. Künefe: Kadayıflı tatlı. 3. Paella: Deniz ürünlü pilav. 4. Tiramisu: İtalyan tatlısı."
RecipeByDifficulty,Şef yemekleri önerir misin,"İşte lezzetli profesyonel şef tarifleri:,1. Wellingon Biftek: Özel et yemeği. 2. Suşi: Japon pirinç rulosu. 3. Ratatouille: Fransız sebze yemeği. 4. Souffle: Kabaran tatlı."
DietFilter,Çocuklar için sağlıklı yemek tarifleri verir misin,"İşte lezzetli çocuklar için sağlıklı tarifler:,1. Yulaf Pankek: Meyveli pankek. 2. Sebzeli Makarna: Renkli makarna. 3. Tavuk Nugget: Fırında nugget. 4. Muzlu Yoğurt: Ballı yoğurt."
DietFilter,Sporcu yemek tarifleri verir misin,"İşte lezzetli sporculara özel tarifler:,1. Protein Shake: Muzlu shake. 2. Yulaf Ezmesi: Proteinli yulaf. 3. Ton Balıklı Salata: Yeşil salata. 4. Tavuk Göğsü: Izgara tavuk."
DietFilter,Hamile yemek tarifleri verir misin,"İşte lezzetli hamileler için özel tarifler:,1. Mercimek Çorbası: Vitamin deposu. 2. Ispanaklı Makarna: Demir zengini. 3. Yoğurtlu Havuç: Kalsiyum kaynağı. 4. Meyveli Yulaf: Lifli kahvaltı."
DietFilter,Yaşlılar için yemek tarifleri verir misin,"İşte lezzetli yaşlılar için uygun tarifler:,1. Sebze Çorbası: Yumuşak çorba. 2. Püre Patates: Kremalı püre. 3. Yoğurtlu Makarna: Hafif makarna. 4. Sütlaç: Besleyici tatlı."
WorldCuisine,İtalyan yemekleri önerir misin,"İşte lezzetli İtalyan tarifleri:,1. Lazanya: Kıymalı makarna. 2. Risotto: Mantarlı pilav. 3. Penne Arabiata: Acılı makarna. 4. Minestrone: Sebze çorbası. 5. Tiramisu: Kahveli tatlı."
WorldCuisine,Çin yemekleri önerir misin,"İşte lezzetli Çin tarifleri:,1. Tatlı Ekşili Tavuk: Soslu tavuk. 2. Sebzeli Noodle: Çin eriştesi. 3. Kızarmış Pirinç: Yumurtalı pilav. 4. Dim Sum: Buharda mantı. 5. Pekin Ördeği: Özel ördek."
WorldCuisine,Japon yemekleri önerir misin,"İşte lezzetli Japon tarifleri:,1. Suşi: Pirinçli deniz ürünü. 2. Ramen: Çorbalı noodle. 3. Tempura: Kızarmış karides. 4. Miso Çorbası: Fermente çorba. 5. Udon: Kalın erişte."
WorldCuisine,Meksika yemekleri önerir misin,"İşte lezzetli Meksika tarifleri:,1. Taco: Etli tortilla. 2. Burrito: Sarılmış dürüm. 3. Guacamole: Avokado sosu. 4. Enchilada: Soslu dürüm. 5. Nachos: Peynirli cips."
WorldCuisine,Hint yemekleri önerir misin,"İşte lezzetli Hint tarifleri:,1. Butter Chicken: Kremalı tavuk. 2. Biryani: Baharatlı pilav. 3. Dal: Mercimek yemeği. 4. Samosa: Kızarmış börek. 5. Naan: Hint ekmeği."
WorldCuisine,Fransız yemekleri önerir misin,"İşte lezzetli Fransız tarifleri:,1. Ratatouille: Sebze yemeği. 2. Coq au Vin: Şaraplı tavuk. 3. Quiche: Kiş böreği. 4. Croque Monsieur: Peynirli tost. 5. Soupe à l'Oignon: Soğan çorbası."
WorldCuisine,Yunan yemekleri önerir misin,"İşte lezzetli Yunan tarifleri:,1. Musaka: Patlıcanlı yemek. 2. Souvlaki: Şiş kebap. 3. Tzatziki: Yoğurtlu sos. 4. Dolmades: Yaprak sarma. 5. Baklava: Tatlı börek."
WorldCuisine,Tayland yemekleri önerir misin,"İşte lezzetli Tayland tarifleri:,1. Pad Thai: Noodle yemeği. 2. Tom Yum: Ekşili çorba. 3. Green Curry: Yeşil köri. 4. Som Tam: Papaya salatası. 5. Mango Sticky Rice: Tatlı pirinç."
WorldCuisine,Kore yemekleri önerir misin,"İşte lezzetli Kore tarifleri:,1. Kimchi: Fermente lahana. 2. Bibimbap: Pirinç kâsesi. 3. Bulgogi: Marine et. 4. Japchae: Sebzeli erişte. 5. Tteokbokki: Pirinç keki."
WorldCuisine,Vietnam yemekleri önerir misin,"İşte lezzetli Vietnam tarifleri:,1. Pho: Çorbalı noodle. 2. Banh Mi: Vietnam sandviç. 3. Goi Cuon: Pirinç kağıdı rulosu. 4. Bun Cha: Köfteli noodle. 5. Ca Phe Sua Da: Buzlu kahve."
WorldCuisine,İspanyol yemekleri önerir misin,"İşte lezzetli İspanyol tarifleri:,1. Paella: Deniz ürünlü pilav. 2. Gazpacho: Soğuk çorba. 3. Tortilla: Patatesli omlet. 4. Churros: Tatlı hamur. 5. Patatas Bravas: Baharatlı patates."
WorldCuisine,Lübnan yemekleri önerir misin,"İşte lezzetli Lübnan tarifleri:,1. Humus: Nohut ezmesi. 2. Falafel: Nohut köftesi. 3. Tabbouleh: Bulgur salatası. 4. Şiş Tavuk: Baharatlı tavuk. 5. Baklava: Fıstıklı tatlı."
WorldCuisine,Fas yemekleri önerir misin,"İşte lezzetli Fas tarifleri:,1. Tajine: Güveç yemeği. 2. Couscous: Kuskus pilavı. 3. Pastilla: Etli börek. 4. Harira: Mercimek çorbası. 5. Mint Tea: Nane çayı."
WorldCuisine,Brezilya yemekleri önerir misin,"İşte lezzetli Brezilya tarifleri:,1. Feijoada: Fasulye yemeği. 2. Pão de Queijo: Peynirli ekmek. 3. Moqueca: Balık güveç. 4. Acarajé: Fasulye köftesi. 5. Brigadeiros: Çikolatalı tatlı."
WorldCuisine,Rus yemekleri önerir misin,"İşte lezzetli Rus tarifleri:,1. Borş: Pancar çorbası. 2. Beef Stroganoff: Kremalı et. 3. Pelmeni: Etli mantı. 4. Olivier Salatası: Patates salatası. 5. Blini: Krep."
WorldCuisine,Alman yemekleri önerir misin,"İşte lezzetli Alman tarifleri:,1. Schnitzel: Kızarmış et. 2. Bratwurst: Sosis. 3. Kartoffelsalat: Patates salatası. 4. Sauerkraut: Lahana turşusu. 5. Apfelstrudel: Elmalı tatlı."
WorldCuisine,İran yemekleri önerir misin,"İşte lezzetli İran tarifleri:,1. Chelow Kebab: Pilavlı kebap. 2. Ghormeh Sabzi: Yeşil sebzeli et. 3. Tahdig: Kabuklı pilav. 4. Ash Reshteh: Erişte çorbası. 5. Fesenjan: Narlı tavuk."
WorldCuisine,Endonezya yemekleri önerir misin,"İşte lezzetli Endonezya tarifleri:,1. Nasi Goreng: Kızarmış pirinç. 2. Satay: Şiş kebap. 3. Rendang: Baharatlı et. 4. Gado-gado: Sebze salatası. 5. Soto: Çorba."
WorldCuisine,Malezya yemekleri önerir misin,"İşte lezzetli Malezya tarifleri:,1. Nasi Lemak: Hindistan cevizli pilav. 2. Laksa: Çorbalı noodle. 3. Roti Canai: Yağlı ekmek. 4. Satay: Şiş kebap. 5. Teh Tarik: Sütlü çay."
WorldCuisine,Singapur yemekleri önerir misin,"İşte lezzetli Singapur tarifleri:,1. Chili Crab: Yengeç yemeği. 2. Hainanese Chicken Rice: Tavuklu pilav. 3. Laksa: Kremalı noodle. 4. Satay: Şiş kebap. 5. Kaya Toast: Tatlı tost."
WorldCuisine,Gürcü yemekleri önerir misin,"İşte lezzetli Gürcü tarifleri:,1. Khachapuri: Peynirli ekmek. 2. Khinkali: Etli mantı. 3. Lobio: Fasulye yemeği. 4. Satsivi: Cevizli tavuk. 5. Churchkhela: Cevizli tatlı."
WorldCuisine,Azerbaycan yemekleri önerir misin,"İşte lezzetli Azerbaycan tarifleri:,1. Plov: Pirinç pilavı. 2. Dolma: Yaprak sarma. 3. Lüle Kebap: Kıyma kebap. 4. Dushbara: Mantı çorbası. 5. Pakhlava: Baklava."
WorldCuisine,Özbek yemekleri önerir misin,"İşte lezzetli Özbek tarifleri:,1. Pilav: Özbek pilavı. 2. Lagman: Erişte yemeği. 3. Samsa: Etli börek. 4. Shashlik: Şiş kebap. 5. Halva: Helva tatlısı."
WorldCuisine,Polonya yemekleri önerir misin,"İşte lezzetli Polonya tarifleri:,1. Pierogi: Mantı böreği. 2. Bigos: Lahana yemeği. 3. Żurek: Ekşili çorba. 4. Kotlet: Kızarmış pirzola. 5. Pączki: Tatlı çörek."
WorldCuisine,Macar yemekleri önerir misin,"İşte lezzetli Macar tarifleri:,1. Gulaş: Et yemeği. 2. Lángos: Kızarmış ekmek. 3. Töltött Káposzta: Lahana sarma. 4. Halászlé: Balık çorbası. 5. Dobos Torta: Katlı pasta."
WorldCuisine,Arjantin yemekleri önerir misin,"İşte lezzetli Arjantin tarifleri:,1. Asado: Izgara et. 2. Empanadas: Etli börek. 3. Locro: Et yahnisi. 4. Milanesa: Kızarmış et. 5. Dulce de Leche: Karamel sos."
WorldCuisine,Peru yemekleri önerir misin,"İşte lezzetli Peru tarifleri:,1. Ceviche: Çiğ balık. 2. Lomo Saltado: Sotelenmiş et. 3. Aji de Gallina: Kremalı tavuk. 4. Causa: Patates salatası. 5. Pisco Sour: Kokteyl."
WorldCuisine,Şili yemekleri önerir misin,"İşte lezzetli Şili tarifleri:,1. Empanadas: Etli börek. 2. Pastel de Choclo: Mısırlı pie. 3. Cazuela: Et çorbası. 4. Curanto: Deniz ürünlü güveç. 5. Mote con Huesillo: Şeftali içeceği."
WorldCuisine,Kolombiya yemekleri önerir misin,"İşte lezzetli Kolombiya tarifleri:,1. Bandeja Paisa: Fasulye tabağı. 2. Arepas: Mısır ekmeği. 3. Sancocho: Et çorbası. 4. Lechona: Domuz yemeği. 5. Buñuelos: Peynirli çörek."
WorldCuisine,Küba yemekleri önerir misin,"İşte lezzetli Küba tarifleri:,1. Ropa Vieja: Et yemeği. 2. Moros y Cristianos: Pirinç fasulye. 3. Sandwich Cubano: Küba sandviç. 4. Picadillo: Kıymalı yemek. 5. Flan: Karamelli tatlı."
WorldCuisine,Jamaika yemekleri önerir misin,"İşte lezzetli Jamaika tarifleri:,1. Jerk Chicken: Baharatlı tavuk. 2. Ackee and Saltfish: Balıklı yemek. 3. Rice and Peas: Fasulyeli pilav. 4. Patties: Etli börek. 5. Rum Cake: Romlı kek."
WorldCuisine,Etiyopya yemekleri önerir misin,"İşte lezzetli Etiyopya tarifleri:,1. Injera: Ekşi ekmek. 2. Doro Wat: Tavuk yahnisi. 3. Shiro: Bakliyat püresi. 4. Tibs: Et sote. 5. Kitfo: Baharatlı et."
WorldCuisine,Nijerya yemekleri önerir misin,"İşte lezzetli Nijerya tarifleri:,1. Jollof Rice: Baharatlı pilav. 2. Egusi Soup: Kabak çekirdeği çorbası. 3. Suya: Baharatlı et. 4. Pounded Yam: Dövülmüş yam. 5. Chin Chin: Tatlı kurabiye."
WorldCuisine,Güney Afrika yemekleri önerir misin,"İşte lezzetli Güney Afrika tarifleri:,1. Bobotie: Kıymalı fırın yemeği. 2. Potjiekos: Güveç yemeği. 3. Biltong: Kurutulmuş et. 4. Chakalaka: Baharatlı sos. 5. Malva Pudding: Tatlı puding."
WorldCuisine,Avustralya yemekleri önerir misin,"İşte lezzetli Avustralya tarifleri:,1. Meat Pie: Etli turta. 2. Vegemite Toast: Mayalı tost. 3. Pavlova: Merengli tatlı. 4. Lamingtons: Hindistan cevizli kek. 5. ANZAC Biscuits: Yulaf kurabiyesi."
WorldCuisine,Yeni Zelanda yemekleri önerir misin,"İşte lezzetli Yeni Zelanda tarifleri:,1. Hangi: Yeraltı fırını yemeği. 2. Fish and Chips: Balık patates. 3. Pavlova: Merengli tatlı. 4. Whitebait Fritters: Balık köftesi. 5. Hokey Pokey: Ballı dondurma."
GetRecipe,Lazanya tarifi verir misin,"Lazanya tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Lazanya yaprağı, kıyma, soğan, domates, beşamel sos için un, süt, tereyağı, kaşar peyniri, tuz, karabiber. Yapılışı: 1. Kıymalı harcı hazırlayın. 2. Beşamel sos yapın. 3. Tepsiye kat kat dizin. 4. En üste beşamel ve kaşar koyun. 5. 180 derecede pişirin."
GetRecipe,Risotto tarifi verir misin,"Risotto tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Arborio pirinç, mantar, soğan, sarımsak, beyaz şarap, parmesan, et suyu, tereyağı. Yapılışı: 1. Soğan ve sarımsağı kavurun. 2. Pirinci ekleyip kavurun. 3. Şarap ekleyin. 4. Et suyunu azar azar ekleyip karıştırarak pişirin. 5. Parmesan ve tereyağı ile tamamlayın."
GetRecipe,Tatlı Ekşili Tavuk tarifi verir misin,"Tatlı Ekşili Tavuk tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tavuk göğsü, ananas, biber, soğan, sarımsak, soya sosu, sirke, şeker, nişasta. Yapılışı: 1. Tavukları kızartın. 2. Sebzeleri doğrayın. 3. Sosu hazırlayın. 4. Tavuk ve sebzeleri sosla karıştırın. 5. Kıvam alana kadar pişirin."
GetRecipe,Suşi tarifi verir misin,"Suşi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Suşi pirinci, nori yosunu, somon veya ton balığı, salatalık, avokado, sirke, şeker, wasabi. Yapılışı: 1. Pirinci özel olarak pişirin. 2. Malzemeleri ince doğrayın. 3. Nori üzerine pirinç yayın. 4. Malzemeleri dizin. 5. Rulo yapıp kesin."
GetRecipe,Taco tarifi verir misin,"Taco tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tortilla, kıyma, domates, marul, soğan, avokado, lime, baharatlar. Yapılışı: 1. Kıymayı baharatlarla pişirin. 2. Sebzeleri doğrayın. 3. Tortillaları ısıtın. 4. Malzemeleri dizin. 5. Lime ile servis yapın."
GetRecipe,Butter Chicken tarifi verir misin,"Butter Chicken tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tavuk but, yoğurt, domates, krema, tereyağı, soğan, sarımsak, zencefil, garam masala, tandoori masala. Yapılışı: 1. Tavuğu marine edin. 2. Sosu hazırlayın. 3. Tavukları pişirin. 4. Sosa ekleyin. 5. Krema ile tamamlayın."
GetRecipe,Ratatouille tarifi verir misin,"Ratatouille tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Patlıcan, kabak, biber, domates, soğan, sarımsak, zeytinyağı, kekik, fesleğen. Yapılışı: 1. Sebzeleri dilimleyin. 2. Sosu hazırlayın. 3. Tepsiye dizin. 4. 180 derecede pişirin. 5. Taze otlarla servis yapın."
GetRecipe,Pad Thai tarifi verir misin,"Pad Thai tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç noodle, tavuk veya karides, tofu, yumurta, soğan, fasulye filizi, fıstık, lime, tamarind sosu, balık sosu. Yapılışı: 1. Noodleları ıslatın. 2. Tavuk ve tofuyu pişirin. 3. Yumurtayı çırpın. 4. Tüm malzemeleri wokta karıştırın. 5. Fıstık ve lime ile servis yapın."
GetRecipe,Kimchi tarifi verir misin,"Kimchi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Çin lahanası, tuz, sarımsak, zencefil, gochugaru (kırmızı biber), balık sosu, soğan. Yapılışı: 1. Lahanayı tuzlayın. 2. Malzemelerden sos hazırlayın. 3. Lahanaları sosla kaplayın. 4. Kavanozlara basın. 5. Oda sıcaklığında fermente edin."
GetRecipe,Pho tarifi verir misin,"Pho tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Et suyu, dana eti, pirinç noodle, soğan, zencefil, yıldız anason, tarçın, karanfil, fasulye filizi, taze otlar. Yapılışı: 1. Et suyunu hazırlayın. 2. Baharatları ekleyin. 3. Noodleları haşlayın. 4. Eti ince doğrayın. 5. Kaselere paylaştırıp servis yapın."
GetRecipe,Paella tarifi verir misin,"Paella tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç, karides, midye, tavuk, safran, biber, bezelye, soğan, domates, zeytinyağı. Yapılışı: 1. Tavuğu pişirin. 2. Sebzeleri ekleyin. 3. Pirinci ve safranı katın. 4. Deniz ürünlerini ekleyin. 5. Kısık ateşte pişirip dinlendirin."
GetRecipe,Humus tarifi verir misin,"Humus tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Nohut, tahin, limon suyu, zeytinyağı, sarımsak, kimyon, tuz. Yapılışı: 1. Nohutları haşlayın. 2. Robottan geçirin. 3. Diğer malzemeleri ekleyin. 4. Pürüzsüz olana kadar çekin. 5. Zeytinyağı ile servis yapın."
GetRecipe,Tajine tarifi verir misin,"Tajine tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Kuzu eti, soğan, havuç, patates, kuru kayısı, badem, zencefil, tarçın, kimyon, safran. Yapılışı: 1. Eti marine edin. 2. Sebzeleri doğrayın. 3. Tajine kabına dizin. 4. Baharatları ekleyin. 5. Kısık ateşte 2 saat pişirin."
GetRecipe,Borş Çorbası tarifi verir misin,"Borş Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pancar, lahana, havuç, patates, soğan, dana eti, domates salçası, sirke, krema. Yapılışı: 1. Eti haşlayın. 2. Sebzeleri doğrayın. 3. Pancarı rendeleyip ekleyin. 4. Sebzeleri ilave edip pişirin. 5. Krema ile servis yapın."
